round,g1_a,g1_b,g2_a,g2_b,ee_choice,coin_flip,realized,wealth_expected,wealth_actual,g1_max,g1_min,g1_range,g1_mean,g1_signs_diff,g1_both_positive,g1_both_negative,g1_count_positive,g1_count_negative,g2_max,g2_min,g2_range,g2_mean,g2_signs_diff,g2_both_positive,g2_both_negative,g2_count_positive,g2_count_negative,g2_both_gainers,g2_both_shrinkers,g2_count_gainers,g2_count_shrinkers,g1_both_gainers,g1_both_shrinkers,g1_count_gainers,g1_count_shrinkers
262,-49.0,309.5,-49.0,210.5,1,1,-49.0,29288.0,28889.5,309.5,-49.0,358.5,130.25,1,0,0,1,1,210.5,-49.0,259.5,80.75,1,0,0,1,1,,,,,,,,
263,108.5,309.5,108.5,440.5,2,1,108.5,29562.5,28998.0,309.5,108.5,201.0,209.0,0,1,0,2,0,440.5,108.5,332.0,274.5,0,1,0,2,0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0
264,-305.5,108.5,-407.0,309.5,2,1,-407.0,29513.75,28591.0,108.5,-305.5,414.0,-98.5,1,0,0,1,1,309.5,-407.0,716.5,-48.75,1,0,0,1,1,,,,,,,,
265,-305.5,0.0,-241.5,309.5,2,2,309.5,29547.75,28900.5,0.0,-305.5,305.5,-152.75,0,0,0,0,1,309.5,-241.5,551.0,34.0,1,0,0,1,1,,,,,,,,
266,210.5,0.0,-305.5,-241.5,1,1,210.5,29653.0,29111.0,210.5,0.0,210.5,105.25,0,0,0,1,0,-241.5,-305.5,64.0,-273.5,0,0,1,0,2,,,,,,,,
267,-49.0,210.5,108.5,440.5,2,1,108.5,29927.5,29219.5,210.5,-49.0,259.5,80.75,1,0,0,1,1,440.5,108.5,332.0,274.5,0,1,0,2,0,1.0,0.0,2.0,0.0,,,,
268,-305.5,210.5,-241.5,210.5,2,1,-241.5,29912.0,28978.0,210.5,-305.5,516.0,-47.5,1,0,0,1,1,210.5,-241.5,452.0,-15.5,1,0,0,1,1,,,,,,,,
269,-241.5,0.0,-407.0,0.0,1,2,0.0,29791.25,28978.0,0.0,-241.5,241.5,-120.75,0,0,0,0,1,0.0,-407.0,407.0,-203.5,0,0,0,0,1,,,,,,,,
270,440.5,0.0,-241.5,-49.0,1,1,440.5,30011.5,29418.5,440.5,0.0,440.5,220.25,0,0,0,1,0,-49.0,-241.5,192.5,-145.25,0,0,1,0,2,,,,,,,,
271,108.5,440.5,-305.5,108.5,1,1,108.5,30286.0,29527.0,440.5,108.5,332.0,274.5,0,1,0,2,0,108.5,-305.5,414.0,-98.5,1,0,0,1,1,,,,,1.0,0.0,2.0,0.0
272,-305.5,440.5,-49.0,108.5,1,2,440.5,30353.5,29967.5,440.5,-305.5,746.0,67.5,1,0,0,1,1,108.5,-49.0,157.5,29.75,1,0,0,1,1,,,,,,,,
273,-49.0,309.5,-49.0,210.5,1,2,309.5,30483.75,30277.0,309.5,-49.0,358.5,130.25,1,0,0,1,1,210.5,-49.0,259.5,80.75,1,0,0,1,1,,,,,,,,
274,210.5,0.0,-241.5,309.5,1,2,0.0,30589.0,30277.0,210.5,0.0,210.5,105.25,0,0,0,1,0,309.5,-241.5,551.0,34.0,1,0,0,1,1,,,,,,,,
275,440.5,0.0,309.5,440.5,2,2,440.5,30964.0,30717.5,440.5,0.0,440.5,220.25,0,0,0,1,0,440.5,309.5,131.0,375.0,0,1,0,2,0,1.0,0.0,2.0,0.0,,,,
276,-49.0,309.5,108.5,0.0,1,2,309.5,31094.25,31027.0,309.5,-49.0,358.5,130.25,1,0,0,1,1,108.5,0.0,108.5,54.25,0,0,0,1,0,,,,,,,,
277,-241.5,108.5,-241.5,0.0,1,1,-241.5,31027.75,30785.5,108.5,-241.5,350.0,-66.5,1,0,0,1,1,0.0,-241.5,241.5,-120.75,0,0,0,0,1,,,,,,,,
278,309.5,440.5,-241.5,309.5,1,1,309.5,31402.75,31095.0,440.5,309.5,131.0,375.0,0,1,0,2,0,309.5,-241.5,551.0,34.0,1,0,0,1,1,,,,,1.0,0.0,2.0,0.0
279,-49.0,309.5,-305.5,-49.0,1,1,-49.0,31533.0,31046.0,309.5,-49.0,358.5,130.25,1,0,0,1,1,-49.0,-305.5,256.5,-177.25,0,0,1,0,2,,,,,,,,
280,108.5,309.5,-305.5,108.5,1,1,108.5,31742.0,31154.5,309.5,108.5,201.0,209.0,0,1,0,2,0,108.5,-305.5,414.0,-98.5,1,0,0,1,1,,,,,1.0,0.0,2.0,0.0
281,-407.0,-305.5,108.5,210.5,2,2,210.5,31901.5,31365.0,-305.5,-407.0,101.5,-356.25,0,0,1,0,2,210.5,108.5,102.0,159.5,0,1,0,2,0,1.0,0.0,2.0,0.0,,,,
282,-241.5,210.5,-407.0,-49.0,1,2,210.5,31886.0,31575.5,210.5,-241.5,452.0,-15.5,1,0,0,1,1,-49.0,-407.0,358.0,-228.0,0,0,1,0,2,,,,,,,,
283,-241.5,440.5,-305.5,-49.0,1,1,-241.5,31985.5,31334.0,440.5,-241.5,682.0,99.5,1,0,0,1,1,-49.0,-305.5,256.5,-177.25,0,0,1,0,2,,,,,,,,
284,-49.0,108.5,309.5,0.0,2,2,0.0,32140.25,31334.0,108.5,-49.0,157.5,29.75,1,0,0,1,1,309.5,0.0,309.5,154.75,0,0,0,1,0,,,,,,,,
285,-305.5,-241.5,-407.0,440.5,2,1,-407.0,32157.0,30927.0,-241.5,-305.5,64.0,-273.5,0,0,1,0,2,440.5,-407.0,847.5,16.75,1,0,0,1,1,,,,,,,,
286,-241.5,0.0,-407.0,-241.5,1,2,0.0,32036.25,30927.0,0.0,-241.5,241.5,-120.75,0,0,0,0,1,-241.5,-407.0,165.5,-324.25,0,0,1,0,2,,,,,,,,
287,-407.0,440.5,-241.5,0.0,1,1,-407.0,32053.0,30520.0,440.5,-407.0,847.5,16.75,1,0,0,1,1,0.0,-241.5,241.5,-120.75,0,0,0,0,1,,,,,,,,
288,210.5,0.0,-407.0,-49.0,1,2,0.0,32158.25,30520.0,210.5,0.0,210.5,105.25,0,0,0,1,0,-49.0,-407.0,358.0,-228.0,0,0,1,0,2,,,,,,,,
289,-305.5,-241.5,-407.0,-305.5,1,1,-305.5,31884.75,30214.5,-241.5,-305.5,64.0,-273.5,0,0,1,0,2,-305.5,-407.0,101.5,-356.25,0,0,1,0,2,,,,,,,,
290,-241.5,-49.0,108.5,0.0,2,1,108.5,31939.0,30323.0,-49.0,-241.5,192.5,-145.25,0,0,1,0,2,108.5,0.0,108.5,54.25,0,0,0,1,0,,,,,,,,
291,-407.0,-241.5,-241.5,-49.0,2,2,-49.0,31793.75,30274.0,-241.5,-407.0,165.5,-324.25,0,0,1,0,2,-49.0,-241.5,192.5,-145.25,0,0,1,0,2,,,,,,,,
292,309.5,440.5,-305.5,0.0,1,2,440.5,32168.75,30714.5,440.5,309.5,131.0,375.0,0,1,0,2,0,0.0,-305.5,305.5,-152.75,0,0,0,0,1,,,,,1.0,0.0,2.0,0.0
293,-241.5,309.5,-407.0,-305.5,1,1,-241.5,32202.75,30473.0,309.5,-241.5,551.0,34.0,1,0,0,1,1,-305.5,-407.0,101.5,-356.25,0,0,1,0,2,,,,,,,,
294,-241.5,440.5,-305.5,0.0,1,1,-241.5,32302.25,30231.5,440.5,-241.5,682.0,99.5,1,0,0,1,1,0.0,-305.5,305.5,-152.75,0,0,0,0,1,,,,,,,,
295,-407.0,440.5,108.5,0.0,2,2,0.0,32356.5,30231.5,440.5,-407.0,847.5,16.75,1,0,0,1,1,108.5,0.0,108.5,54.25,0,0,0,1,0,,,,,,,,
296,108.5,440.5,-305.5,-241.5,1,2,440.5,32631.0,30672.0,440.5,108.5,332.0,274.5,0,1,0,2,0,-241.5,-305.5,64.0,-273.5,0,0,1,0,2,,,,,1.0,0.0,2.0,0.0
297,108.5,309.5,210.5,0.0,1,1,108.5,32840.0,30780.5,309.5,108.5,201.0,209.0,0,1,0,2,0,210.5,0.0,210.5,105.25,0,0,0,1,0,,,,,1.0,0.0,2.0,0.0
298,-49.0,0.0,-407.0,309.5,1,2,0.0,32815.5,30780.5,0.0,-49.0,49.0,-24.5,0,0,0,0,1,309.5,-407.0,716.5,-48.75,1,0,0,1,1,,,,,,,,
299,-305.5,-241.5,-407.0,210.5,2,1,-407.0,32717.25,30373.5,-241.5,-305.5,64.0,-273.5,0,0,1,0,2,210.5,-407.0,617.5,-98.25,1,0,0,1,1,,,,,,,,
300,309.5,440.5,440.5,0.0,1,1,309.5,33092.25,30683.0,440.5,309.5,131.0,375.0,0,1,0,2,0,440.5,0.0,440.5,220.25,0,0,0,1,0,,,,,1.0,0.0,2.0,0.0
301,-305.5,-241.5,-241.5,210.5,2,1,-241.5,33076.75,30441.5,-241.5,-305.5,64.0,-273.5,0,0,1,0,2,210.5,-241.5,452.0,-15.5,1,0,0,1,1,,,,,,,,
302,108.5,440.5,210.5,440.5,2,2,440.5,33402.25,30882.0,440.5,108.5,332.0,274.5,0,1,0,2,0,440.5,210.5,230.0,325.5,0,1,0,2,0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0
303,108.5,309.5,-407.0,0.0,1,2,309.5,33611.25,31191.5,309.5,108.5,201.0,209.0,0,1,0,2,0,0.0,-407.0,407.0,-203.5,0,0,0,0,1,,,,,1.0,0.0,2.0,0.0
304,-305.5,440.5,-407.0,210.5,1,2,440.5,33678.75,31632.0,440.5,-305.5,746.0,67.5,1,0,0,1,1,210.5,-407.0,617.5,-98.25,1,0,0,1,1,,,,,,,,
305,-49.0,440.5,-407.0,210.5,1,2,440.5,33874.5,32072.5,440.5,-49.0,489.5,195.75,1,0,0,1,1,210.5,-407.0,617.5,-98.25,1,0,0,1,1,,,,,,,,
306,108.5,309.5,-305.5,-49.0,1,2,309.5,34083.5,32382.0,309.5,108.5,201.0,209.0,0,1,0,2,0,-49.0,-305.5,256.5,-177.25,0,0,1,0,2,,,,,1.0,0.0,2.0,0.0
307,108.5,309.5,210.5,0.0,1,2,309.5,34292.5,32691.5,309.5,108.5,201.0,209.0,0,1,0,2,0,210.5,0.0,210.5,105.25,0,0,0,1,0,,,,,1.0,0.0,2.0,0.0
308,309.5,0.0,210.5,440.5,2,2,440.5,34618.0,33132.0,309.5,0.0,309.5,154.75,0,0,0,1,0,440.5,210.5,230.0,325.5,0,1,0,2,0,1.0,0.0,2.0,0.0,,,,
309,-305.5,-241.5,-241.5,309.5,2,2,309.5,34652.0,33441.5,-241.5,-305.5,64.0,-273.5,0,0,1,0,2,309.5,-241.5,551.0,34.0,1,0,0,1,1,,,,,,,,
310,309.5,0.0,-305.5,-49.0,1,1,309.5,34806.75,33751.0,309.5,0.0,309.5,154.75,0,0,0,1,0,-49.0,-305.5,256.5,-177.25,0,0,1,0,2,,,,,,,,
311,-241.5,210.5,309.5,440.5,2,1,309.5,35181.75,34060.5,210.5,-241.5,452.0,-15.5,1,0,0,1,1,440.5,309.5,131.0,375.0,0,1,0,2,0,1.0,0.0,2.0,0.0,,,,
312,-305.5,108.5,-305.5,-49.0,1,1,-305.5,35083.25,33755.0,108.5,-305.5,414.0,-98.5,1,0,0,1,1,-49.0,-305.5,256.5,-177.25,0,0,1,0,2,,,,,,,,
313,-305.5,-241.5,440.5,0.0,2,1,440.5,35303.5,34195.5,-241.5,-305.5,64.0,-273.5,0,0,1,0,2,440.5,0.0,440.5,220.25,0,0,0,1,0,,,,,,,,
314,-407.0,440.5,-407.0,-241.5,1,2,440.5,35320.25,34636.0,440.5,-407.0,847.5,16.75,1,0,0,1,1,-241.5,-407.0,165.5,-324.25,0,0,1,0,2,,,,,,,,
315,-241.5,210.5,-241.5,0.0,1,2,210.5,35304.75,34846.5,210.5,-241.5,452.0,-15.5,1,0,0,1,1,0.0,-241.5,241.5,-120.75,0,0,0,0,1,,,,,,,,
316,-407.0,210.5,210.5,440.5,2,1,210.5,35630.25,35057.0,210.5,-407.0,617.5,-98.25,1,0,0,1,1,440.5,210.5,230.0,325.5,0,1,0,2,0,1.0,0.0,2.0,0.0,,,,
317,-241.5,108.5,-407.0,-49.0,1,2,108.5,35563.75,35165.5,108.5,-241.5,350.0,-66.5,1,0,0,1,1,-49.0,-407.0,358.0,-228.0,0,0,1,0,2,,,,,,,,
318,-49.0,210.5,108.5,210.5,2,1,108.5,35723.25,35274.0,210.5,-49.0,259.5,80.75,1,0,0,1,1,210.5,108.5,102.0,159.5,0,1,0,2,0,1.0,0.0,2.0,0.0,,,,
319,-407.0,309.5,-305.5,309.5,2,1,-305.5,35725.25,34968.5,309.5,-407.0,716.5,-48.75,1,0,0,1,1,309.5,-305.5,615.0,2.0,1,0,0,1,1,,,,,,,,
320,-49.0,440.5,-305.5,-49.0,1,2,440.5,35921.0,35409.0,440.5,-49.0,489.5,195.75,1,0,0,1,1,-49.0,-305.5,256.5,-177.25,0,0,1,0,2,,,,,,,,
321,-305.5,440.5,108.5,0.0,1,1,-305.5,35988.5,35103.5,440.5,-305.5,746.0,67.5,1,0,0,1,1,108.5,0.0,108.5,54.25,0,0,0,1,0,,,,,,,,
322,-407.0,-241.5,210.5,440.5,2,1,210.5,36314.0,35314.0,-241.5,-407.0,165.5,-324.25,0,0,1,0,2,440.5,210.5,230.0,325.5,0,1,0,2,0,1.0,0.0,2.0,0.0,,,,
323,-407.0,108.5,-407.0,-49.0,1,1,-407.0,36164.75,34907.0,108.5,-407.0,515.5,-149.25,1,0,0,1,1,-49.0,-407.0,358.0,-228.0,0,0,1,0,2,,,,,,,,
324,-407.0,440.5,-49.0,0.0,1,2,440.5,36181.5,35347.5,440.5,-407.0,847.5,16.75,1,0,0,1,1,0.0,-49.0,49.0,-24.5,0,0,0,0,1,,,,,,,,
325,-407.0,-241.5,309.5,440.5,2,2,440.5,36556.5,35788.0,-241.5,-407.0,165.5,-324.25,0,0,1,0,2,440.5,309.5,131.0,375.0,0,1,0,2,0,1.0,0.0,2.0,0.0,,,,
326,-305.5,309.5,-305.5,210.5,1,1,-305.5,36558.5,35482.5,309.5,-305.5,615.0,2.0,1,0,0,1,1,210.5,-305.5,516.0,-47.5,1,0,0,1,1,,,,,,,,
327,-241.5,440.5,-241.5,0.0,1,2,440.5,36658.0,35923.0,440.5,-241.5,682.0,99.5,1,0,0,1,1,0.0,-241.5,241.5,-120.75,0,0,0,0,1,,,,,,,,
328,-305.5,309.5,-407.0,309.5,1,2,309.5,36660.0,36232.5,309.5,-305.5,615.0,2.0,1,0,0,1,1,309.5,-407.0,716.5,-48.75,1,0,0,1,1,,,,,,,,
329,-407.0,-241.5,-407.0,309.5,2,2,309.5,36611.25,36542.0,-241.5,-407.0,165.5,-324.25,0,0,1,0,2,309.5,-407.0,716.5,-48.75,1,0,0,1,1,,,,,,,,
330,108.5,309.5,-49.0,309.5,1,1,108.5,36820.25,36650.5,309.5,108.5,201.0,209.0,0,1,0,2,0,309.5,-49.0,358.5,130.25,1,0,0,1,1,,,,,1.0,0.0,2.0,0.0
331,-305.5,440.5,-407.0,0.0,1,1,-305.5,36887.75,36345.0,440.5,-305.5,746.0,67.5,1,0,0,1,1,0.0,-407.0,407.0,-203.5,0,0,0,0,1,,,,,,,,
332,-241.5,-49.0,-49.0,440.5,2,1,-49.0,37083.5,36296.0,-49.0,-241.5,192.5,-145.25,0,0,1,0,2,440.5,-49.0,489.5,195.75,1,0,0,1,1,,,,,,,,
333,-241.5,-49.0,-407.0,-49.0,1,1,-241.5,36938.25,36054.5,-49.0,-241.5,192.5,-145.25,0,0,1,0,2,-49.0,-407.0,358.0,-228.0,0,0,1,0,2,,,,,,,,
334,-305.5,210.5,-305.5,0.0,1,2,210.5,36890.75,36265.0,210.5,-305.5,516.0,-47.5,1,0,0,1,1,0.0,-305.5,305.5,-152.75,0,0,0,0,1,,,,,,,,
335,108.5,0.0,-49.0,108.5,1,1,108.5,36945.0,36373.5,108.5,0.0,108.5,54.25,0,0,0,1,0,108.5,-49.0,157.5,29.75,1,0,0,1,1,,,,,,,,
336,-407.0,-241.5,-407.0,-305.5,1,1,-407.0,36620.75,35966.5,-241.5,-407.0,165.5,-324.25,0,0,1,0,2,-305.5,-407.0,101.5,-356.25,0,0,1,0,2,,,,,,,,
337,-305.5,-49.0,-241.5,210.5,2,2,210.5,36605.25,36177.0,-49.0,-305.5,256.5,-177.25,0,0,1,0,2,210.5,-241.5,452.0,-15.5,1,0,0,1,1,,,,,,,,
338,-407.0,-305.5,-305.5,440.5,2,1,-305.5,36672.75,35871.5,-305.5,-407.0,101.5,-356.25,0,0,1,0,2,440.5,-305.5,746.0,67.5,1,0,0,1,1,,,,,,,,
339,309.5,0.0,-305.5,-49.0,1,2,0.0,36827.5,35871.5,309.5,0.0,309.5,154.75,0,0,0,1,0,-49.0,-305.5,256.5,-177.25,0,0,1,0,2,,,,,,,,
340,309.5,440.5,-407.0,-49.0,1,1,309.5,37202.5,36181.0,440.5,309.5,131.0,375.0,0,1,0,2,0,-49.0,-407.0,358.0,-228.0,0,0,1,0,2,,,,,1.0,0.0,2.0,0.0
341,-305.5,0.0,-407.0,-305.5,1,1,-305.5,37049.75,35875.5,0.0,-305.5,305.5,-152.75,0,0,0,0,1,-305.5,-407.0,101.5,-356.25,0,0,1,0,2,,,,,,,,
342,-49.0,440.5,-305.5,-49.0,1,1,-49.0,37245.5,35826.5,440.5,-49.0,489.5,195.75,1,0,0,1,1,-49.0,-305.5,256.5,-177.25,0,0,1,0,2,,,,,,,,
343,210.5,0.0,-241.5,-49.0,1,1,210.5,37350.75,36037.0,210.5,0.0,210.5,105.25,0,0,0,1,0,-49.0,-241.5,192.5,-145.25,0,0,1,0,2,,,,,,,,
344,-407.0,309.5,108.5,440.5,2,1,108.5,37625.25,36145.5,309.5,-407.0,716.5,-48.75,1,0,0,1,1,440.5,108.5,332.0,274.5,0,1,0,2,0,1.0,0.0,2.0,0.0,,,,
345,-305.5,108.5,-407.0,210.5,2,2,210.5,37527.0,36356.0,108.5,-305.5,414.0,-98.5,1,0,0,1,1,210.5,-407.0,617.5,-98.25,1,0,0,1,1,,,,,,,,
346,309.5,440.5,-407.0,-305.5,1,2,440.5,37902.0,36796.5,440.5,309.5,131.0,375.0,0,1,0,2,0,-305.5,-407.0,101.5,-356.25,0,0,1,0,2,,,,,1.0,0.0,2.0,0.0
347,210.5,0.0,-305.5,108.5,1,2,0.0,38007.25,36796.5,210.5,0.0,210.5,105.25,0,0,0,1,0,108.5,-305.5,414.0,-98.5,1,0,0,1,1,,,,,,,,
348,-407.0,-49.0,-49.0,440.5,2,2,440.5,38203.0,37237.0,-49.0,-407.0,358.0,-228.0,0,0,1,0,2,440.5,-49.0,489.5,195.75,1,0,0,1,1,,,,,,,,
349,-305.5,-241.5,108.5,440.5,2,2,440.5,38477.5,37677.5,-241.5,-305.5,64.0,-273.5,0,0,1,0,2,440.5,108.5,332.0,274.5,0,1,0,2,0,1.0,0.0,2.0,0.0,,,,
350,-407.0,-305.5,210.5,0.0,2,2,0.0,38582.75,37677.5,-305.5,-407.0,101.5,-356.25,0,0,1,0,2,210.5,0.0,210.5,105.25,0,0,0,1,0,,,,,,,,
351,-241.5,309.5,-49.0,440.5,2,1,-49.0,38778.5,37628.5,309.5,-241.5,551.0,34.0,1,0,0,1,1,440.5,-49.0,489.5,195.75,1,0,0,1,1,,,,,,,,
352,210.5,309.5,210.5,440.5,2,2,440.5,39104.0,38069.0,309.5,210.5,99.0,260.0,0,1,0,2,0,440.5,210.5,230.0,325.5,0,1,0,2,0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0
353,210.5,440.5,210.5,0.0,1,2,440.5,39429.5,38509.5,440.5,210.5,230.0,325.5,0,1,0,2,0,210.5,0.0,210.5,105.25,0,0,0,1,0,,,,,1.0,0.0,2.0,0.0
354,-305.5,210.5,-241.5,210.5,2,1,-241.5,39414.0,38268.0,210.5,-305.5,516.0,-47.5,1,0,0,1,1,210.5,-241.5,452.0,-15.5,1,0,0,1,1,,,,,,,,
355,-305.5,309.5,-407.0,-241.5,1,1,-305.5,39416.0,37962.5,309.5,-305.5,615.0,2.0,1,0,0,1,1,-241.5,-407.0,165.5,-324.25,0,0,1,0,2,,,,,,,,
356,-241.5,210.5,-305.5,210.5,1,1,-241.5,39400.5,37721.0,210.5,-241.5,452.0,-15.5,1,0,0,1,1,210.5,-305.5,516.0,-47.5,1,0,0,1,1,,,,,,,,
357,108.5,210.5,-305.5,0.0,1,1,108.5,39560.0,37829.5,210.5,108.5,102.0,159.5,0,1,0,2,0,0.0,-305.5,305.5,-152.75,0,0,0,0,1,,,,,1.0,0.0,2.0,0.0
358,-305.5,210.5,-49.0,0.0,2,2,0.0,39535.5,37829.5,210.5,-305.5,516.0,-47.5,1,0,0,1,1,0.0,-49.0,49.0,-24.5,0,0,0,0,1,,,,,,,,
359,-407.0,-49.0,-49.0,210.5,2,1,-49.0,39616.25,37780.5,-49.0,-407.0,358.0,-228.0,0,0,1,0,2,210.5,-49.0,259.5,80.75,1,0,0,1,1,,,,,,,,
360,-49.0,0.0,108.5,309.5,2,2,309.5,39825.25,38090.0,0.0,-49.0,49.0,-24.5,0,0,0,0,1,309.5,108.5,201.0,209.0,0,1,0,2,0,1.0,0.0,2.0,0.0,,,,
361,-407.0,108.5,108.5,0.0,2,1,108.5,39879.5,38198.5,108.5,-407.0,515.5,-149.25,1,0,0,1,1,108.5,0.0,108.5,54.25,0,0,0,1,0,,,,,,,,
362,309.5,440.5,-241.5,309.5,1,2,440.5,40254.5,38639.0,440.5,309.5,131.0,375.0,0,1,0,2,0,309.5,-241.5,551.0,34.0,1,0,0,1,1,,,,,1.0,0.0,2.0,0.0
363,-49.0,108.5,108.5,309.5,2,1,108.5,40463.5,38747.5,108.5,-49.0,157.5,29.75,1,0,0,1,1,309.5,108.5,201.0,209.0,0,1,0,2,0,1.0,0.0,2.0,0.0,,,,
364,108.5,210.5,-49.0,440.5,2,1,-49.0,40659.25,38698.5,210.5,108.5,102.0,159.5,0,1,0,2,0,440.5,-49.0,489.5,195.75,1,0,0,1,1,,,,,1.0,0.0,2.0,0.0
365,-407.0,-241.5,-305.5,0.0,2,2,0.0,40506.5,38698.5,-241.5,-407.0,165.5,-324.25,0,0,1,0,2,0.0,-305.5,305.5,-152.75,0,0,0,0,1,,,,,,,,
366,-305.5,440.5,-241.5,309.5,1,2,440.5,40574.0,39139.0,440.5,-305.5,746.0,67.5,1,0,0,1,1,309.5,-241.5,551.0,34.0,1,0,0,1,1,,,,,,,,
367,-305.5,0.0,-407.0,-305.5,1,1,-305.5,40421.25,38833.5,0.0,-305.5,305.5,-152.75,0,0,0,0,1,-305.5,-407.0,101.5,-356.25,0,0,1,0,2,,,,,,,,
368,-407.0,440.5,-407.0,-49.0,1,1,-407.0,40438.0,38426.5,440.5,-407.0,847.5,16.75,1,0,0,1,1,-49.0,-407.0,358.0,-228.0,0,0,1,0,2,,,,,,,,
369,-305.5,210.5,-241.5,108.5,1,1,-305.5,40390.5,38121.0,210.5,-305.5,516.0,-47.5,1,0,0,1,1,108.5,-241.5,350.0,-66.5,1,0,0,1,1,,,,,,,,
370,-49.0,440.5,-305.5,-49.0,1,1,-49.0,40586.25,38072.0,440.5,-49.0,489.5,195.75,1,0,0,1,1,-49.0,-305.5,256.5,-177.25,0,0,1,0,2,,,,,,,,
371,-305.5,440.5,-305.5,0.0,1,1,-305.5,40653.75,37766.5,440.5,-305.5,746.0,67.5,1,0,0,1,1,0.0,-305.5,305.5,-152.75,0,0,0,0,1,,,,,,,,
372,-407.0,210.5,-305.5,440.5,2,1,-305.5,40721.25,37461.0,210.5,-407.0,617.5,-98.25,1,0,0,1,1,440.5,-305.5,746.0,67.5,1,0,0,1,1,,,,,,,,
373,-407.0,440.5,-407.0,108.5,1,1,-407.0,40738.0,37054.0,440.5,-407.0,847.5,16.75,1,0,0,1,1,108.5,-407.0,515.5,-149.25,1,0,0,1,1,,,,,,,,
374,210.5,0.0,-241.5,309.5,1,1,210.5,40843.25,37264.5,210.5,0.0,210.5,105.25,0,0,0,1,0,309.5,-241.5,551.0,34.0,1,0,0,1,1,,,,,,,,
375,-49.0,309.5,-241.5,0.0,1,1,-49.0,40973.5,37215.5,309.5,-49.0,358.5,130.25,1,0,0,1,1,0.0,-241.5,241.5,-120.75,0,0,0,0,1,,,,,,,,
376,-305.5,309.5,108.5,309.5,2,2,309.5,41182.5,37525.0,309.5,-305.5,615.0,2.0,1,0,0,1,1,309.5,108.5,201.0,209.0,0,1,0,2,0,1.0,0.0,2.0,0.0,,,,
377,-407.0,309.5,-305.5,440.5,2,1,-305.5,41250.0,37219.5,309.5,-407.0,716.5,-48.75,1,0,0,1,1,440.5,-305.5,746.0,67.5,1,0,0,1,1,,,,,,,,
378,-407.0,210.5,-241.5,0.0,1,2,210.5,41151.75,37430.0,210.5,-407.0,617.5,-98.25,1,0,0,1,1,0.0,-241.5,241.5,-120.75,0,0,0,0,1,,,,,,,,
379,108.5,440.5,-305.5,440.5,1,2,440.5,41426.25,37870.5,440.5,108.5,332.0,274.5,0,1,0,2,0,440.5,-305.5,746.0,67.5,1,0,0,1,1,,,,,1.0,0.0,2.0,0.0
380,309.5,0.0,210.5,309.5,2,2,309.5,41686.25,38180.0,309.5,0.0,309.5,154.75,0,0,0,1,0,309.5,210.5,99.0,260.0,0,1,0,2,0,1.0,0.0,2.0,0.0,,,,
381,108.5,210.5,-241.5,309.5,1,2,210.5,41845.75,38390.5,210.5,108.5,102.0,159.5,0,1,0,2,0,309.5,-241.5,551.0,34.0,1,0,0,1,1,,,,,1.0,0.0,2.0,0.0
382,-49.0,440.5,-407.0,210.5,1,2,440.5,42041.5,38831.0,440.5,-49.0,489.5,195.75,1,0,0,1,1,210.5,-407.0,617.5,-98.25,1,0,0,1,1,,,,,,,,
383,108.5,440.5,108.5,309.5,1,2,440.5,42316.0,39271.5,440.5,108.5,332.0,274.5,0,1,0,2,0,309.5,108.5,201.0,209.0,0,1,0,2,0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0
384,210.5,0.0,108.5,440.5,2,2,440.5,42590.5,39712.0,210.5,0.0,210.5,105.25,0,0,0,1,0,440.5,108.5,332.0,274.5,0,1,0,2,0,1.0,0.0,2.0,0.0,,,,
385,-241.5,210.5,-241.5,309.5,2,1,-241.5,42624.5,39470.5,210.5,-241.5,452.0,-15.5,1,0,0,1,1,309.5,-241.5,551.0,34.0,1,0,0,1,1,,,,,,,,
386,-241.5,-49.0,309.5,440.5,2,2,440.5,42999.5,39911.0,-49.0,-241.5,192.5,-145.25,0,0,1,0,2,440.5,309.5,131.0,375.0,0,1,0,2,0,1.0,0.0,2.0,0.0,,,,
387,-49.0,309.5,-305.5,210.5,1,1,-49.0,43129.75,39862.0,309.5,-49.0,358.5,130.25,1,0,0,1,1,210.5,-305.5,516.0,-47.5,1,0,0,1,1,,,,,,,,
388,-407.0,-241.5,-305.5,-241.5,2,1,-305.5,42856.25,39556.5,-241.5,-407.0,165.5,-324.25,0,0,1,0,2,-241.5,-305.5,64.0,-273.5,0,0,1,0,2,,,,,,,,
389,-407.0,-49.0,-241.5,-49.0,2,1,-241.5,42711.0,39315.0,-49.0,-407.0,358.0,-228.0,0,0,1,0,2,-49.0,-241.5,192.5,-145.25,0,0,1,0,2,,,,,,,,
390,108.5,0.0,-49.0,440.5,2,2,440.5,42906.75,39755.5,108.5,0.0,108.5,54.25,0,0,0,1,0,440.5,-49.0,489.5,195.75,1,0,0,1,1,,,,,,,,
391,-241.5,210.5,-49.0,309.5,2,2,309.5,43037.0,40065.0,210.5,-241.5,452.0,-15.5,1,0,0,1,1,309.5,-49.0,358.5,130.25,1,0,0,1,1,,,,,,,,
