round,g1_a,g1_b,g2_a,g2_b,ee_choice,coin_flip,realized,wealth_expected,wealth_actual,g1_max,g1_min,g1_range,g1_mean,g1_signs_diff,g1_both_positive,g1_both_negative,g1_count_positive,g1_count_negative,g1_both_gainers,g1_both_shrinkers,g1_count_gainers,g1_count_shrinkers,g2_max,g2_min,g2_range,g2_mean,g2_signs_diff,g2_both_positive,g2_both_negative,g2_count_positive,g2_count_negative,g2_both_gainers,g2_both_shrinkers,g2_count_gainers,g2_count_shrinkers
362,0.583,2.164,1.184,1.446,2,2,1.446,1.0220686307402008e+43,2.2751755886340838e+35,2.164,0.583,1.5810000000000002,1.3735,0,1,0,2,0,0,0,1,1,1.446,1.184,0.262,1.315,0,1,0,2,0,1,0,2,0
363,0.649,2.164,0.427,2.164,1,1,0.649,1.4375395291360924e+43,1.4765889570235204e+35,2.164,0.649,1.5150000000000001,1.4065,0,1,0,2,0,0,0,1,1,2.164,0.427,1.737,1.2955,0,1,0,2,0,0,0,1,1
364,0.427,0.649,0.841,1.739,2,1,0.841,1.8544259925855592e+43,1.2418113128567806e+35,0.649,0.427,0.22200000000000003,0.538,0,1,0,2,0,0,1,0,2,1.739,0.841,0.8980000000000001,1.29,0,1,0,2,0,0,0,1,1
365,0.841,1.739,0.427,1.184,1,2,1.739,2.3922095304353717e+43,2.1595098730579418e+35,1.739,0.841,0.8980000000000001,1.29,0,1,0,2,0,0,0,1,1,1.184,0.427,0.7569999999999999,0.8055,0,1,0,2,0,0,0,1,1
366,0.427,1.184,0.427,2.164,2,2,2.164,3.0991074466790244e+43,4.673179365297386e+35,1.184,0.427,0.7569999999999999,0.8055,0,1,0,2,0,0,0,1,1,2.164,0.427,1.737,1.2955,0,1,0,2,0,0,0,1,1
367,1.006,1.739,0.841,1.446,1,2,1.739,4.253524970566961e+43,8.126658916252155e+35,1.739,1.006,0.7330000000000001,1.3725,0,1,0,2,0,1,0,2,0,1.446,0.841,0.605,1.1435,0,1,0,2,0,0,0,1,1
368,0.583,1.184,0.649,1.739,2,2,1.739,5.078708814856951e+43,1.41322598553625e+36,1.184,0.583,0.601,0.8835,0,1,0,2,0,0,0,1,1,1.739,0.649,1.09,1.194,0,1,0,2,0,0,0,1,1
369,1.006,1.446,1.446,1.739,2,1,1.446,8.087843787659695e+43,2.0435247750854173e+36,1.446,1.006,0.43999999999999995,1.226,0,1,0,2,0,1,0,2,0,1.739,1.446,0.29300000000000015,1.5925,0,1,0,2,0,1,0,2,0
370,0.583,2.164,0.583,1.184,1,2,2.164,1.1108653442350592e+44,4.4221876132848433e+36,2.164,0.583,1.5810000000000002,1.3735,0,1,0,2,0,0,0,1,1,1.184,0.583,0.601,0.8835,0,1,0,2,0,0,0,1,1
371,0.583,1.739,1.006,1.184,2,1,1.006,1.2163975519373898e+44,4.448720738964552e+36,1.739,0.583,1.1560000000000001,1.161,0,1,0,2,0,0,0,1,1,1.184,1.006,0.17799999999999994,1.095,0,1,0,2,0,1,0,2,0
372,1.446,2.164,1.184,2.164,1,2,2.164,2.1955975812469886e+44,9.627031679119291e+36,2.164,1.446,0.7180000000000002,1.8050000000000002,0,1,0,2,0,1,0,2,0,2.164,1.184,0.9800000000000002,1.674,0,1,0,2,0,1,0,2,0
373,0.583,0.841,1.006,2.164,2,2,2.164,3.480022166276477e+44,2.0832896553614148e+37,0.841,0.583,0.258,0.712,0,1,0,2,0,0,1,0,2,2.164,1.006,1.1580000000000001,1.585,0,1,0,2,0,1,0,2,0
374,0.649,1.446,1.184,1.446,2,1,1.184,4.576229148653567e+44,2.466614951947915e+37,1.446,0.649,0.7969999999999999,1.0474999999999999,0,1,0,2,0,0,0,1,1,1.446,1.184,0.262,1.315,0,1,0,2,0,1,0,2,0
375,0.649,0.841,0.427,0.841,1,1,0.649,3.4092907157469073e+44,1.6008331038141967e+37,0.841,0.649,0.19199999999999995,0.745,0,1,0,2,0,0,1,0,2,0.841,0.427,0.414,0.634,0,1,0,2,0,0,1,0,2
376,0.583,1.006,0.427,0.583,1,1,0.583,2.708681473660918e+44,9.332856995236767e+36,1.006,0.583,0.42300000000000004,0.7945,0,1,0,2,0,0,0,1,1,0.583,0.427,0.15599999999999997,0.505,0,1,0,2,0,0,1,0,2
377,0.583,1.446,0.649,1.739,2,2,1.739,3.234165679551136e+44,1.6229838314716739e+37,1.446,0.583,0.863,1.0145,0,1,0,2,0,0,0,1,1,1.739,0.649,1.09,1.194,0,1,0,2,0,0,0,1,1
378,0.841,1.184,1.446,1.739,2,1,1.446,5.150408844685184e+44,2.3468346203080405e+37,1.184,0.841,0.34299999999999997,1.0125,0,1,0,2,0,0,0,1,1,1.739,1.446,0.29300000000000015,1.5925,0,1,0,2,0,1,0,2,0
379,0.649,2.164,0.841,1.446,1,2,2.164,7.244050040049712e+44,5.0785501183466e+37,2.164,0.649,1.5150000000000001,1.4065,0,1,0,2,0,0,0,1,1,1.446,0.841,0.605,1.1435,0,1,0,2,0,0,0,1,1
380,0.583,1.446,0.841,1.446,2,1,0.841,8.283571220796845e+44,4.27106064952949e+37,1.446,0.583,0.863,1.0145,0,1,0,2,0,0,0,1,1,1.446,0.841,0.605,1.1435,0,1,0,2,0,0,0,1,1
381,0.427,0.583,0.427,1.446,2,1,0.427,7.757564448276246e+44,1.8237428973490923e+37,0.583,0.427,0.15599999999999997,0.505,0,1,0,2,0,0,1,0,2,1.446,0.427,1.019,0.9365,0,1,0,2,0,0,0,1,1
382,0.427,1.739,0.427,0.583,1,2,1.739,8.401442297483174e+44,3.1714888984900717e+37,1.739,0.427,1.312,1.083,0,1,0,2,0,0,0,1,1,0.583,0.427,0.15599999999999997,0.505,0,1,0,2,0,0,1,0,2
383,0.427,0.583,1.006,1.446,2,1,1.006,1.0300168256714371e+45,3.190517831881012e+37,0.583,0.427,0.15599999999999997,0.505,0,1,0,2,0,0,1,0,2,1.446,1.006,0.43999999999999995,1.226,0,1,0,2,0,1,0,2,0
384,0.841,1.739,0.841,2.164,2,2,2.164,1.547600280571334e+45,6.9042805881905105e+37,1.739,0.841,0.8980000000000001,1.29,0,1,0,2,0,0,0,1,1,2.164,0.841,1.3230000000000002,1.5025,0,1,0,2,0,0,0,1,1
385,0.841,2.164,0.427,1.446,1,2,2.164,2.3252694215584296e+45,1.4940863192844266e+38,2.164,0.841,1.3230000000000002,1.5025,0,1,0,2,0,0,0,1,1,1.446,0.427,1.019,0.9365,0,1,0,2,0,0,0,1,1
386,0.649,1.739,1.184,1.446,2,1,1.184,3.057729289349335e+45,1.768998202032761e+38,1.739,0.649,1.09,1.194,0,1,0,2,0,0,0,1,1,1.446,1.184,0.262,1.315,0,1,0,2,0,1,0,2,0
387,0.583,0.841,0.583,1.446,2,2,1.446,3.1020663640449e+45,2.557971400139372e+38,0.841,0.583,0.258,0.712,0,1,0,2,0,0,1,0,2,1.446,0.583,0.863,1.0145,0,1,0,2,0,0,0,1,1
388,0.841,1.739,0.649,1.446,1,2,1.739,4.001665609617921e+45,4.448312264842368e+38,1.739,0.841,0.8980000000000001,1.29,0,1,0,2,0,0,0,1,1,1.446,0.649,0.7969999999999999,1.0474999999999999,0,1,0,2,0,0,0,1,1
389,1.739,2.164,0.427,0.841,1,1,1.739,7.809250437169373e+45,7.735615028560878e+38,2.164,1.739,0.42500000000000004,1.9515000000000002,0,1,0,2,0,1,0,2,0,0.841,0.427,0.414,0.634,0,1,0,2,0,0,1,0,2
390,0.649,1.739,0.583,0.649,1,1,0.649,9.324245021980231e+45,5.02041415353601e+38,1.739,0.649,1.09,1.194,0,1,0,2,0,0,0,1,1,0.649,0.583,0.06600000000000006,0.616,0,1,0,2,0,0,1,0,2
391,0.583,1.006,1.184,1.739,2,1,1.184,1.3627384099624107e+46,5.944170357786636e+38,1.006,0.583,0.42300000000000004,0.7945,0,1,0,2,0,0,0,1,1,1.739,1.184,0.5550000000000002,1.4615,0,1,0,2,0,1,0,2,0
392,0.841,1.739,0.649,1.184,1,1,0.841,1.7579325488515098e+46,4.999047270898561e+38,1.739,0.841,0.8980000000000001,1.29,0,1,0,2,0,0,0,1,1,1.184,0.649,0.5349999999999999,0.9165,0,1,0,2,0,0,0,1,1
393,1.184,1.739,0.583,1.446,1,1,1.184,2.5692184201464815e+46,5.918871968743896e+38,1.739,1.184,0.5550000000000002,1.4615,0,1,0,2,0,1,0,2,0,1.446,0.583,0.863,1.0145,0,1,0,2,0,0,0,1,1
394,0.427,1.006,0.649,1.446,2,1,0.649,2.691256295103439e+46,3.8413479077147885e+38,1.006,0.427,0.579,0.7165,0,1,0,2,0,0,0,1,1,1.446,0.649,0.7969999999999999,1.0474999999999999,0,1,0,2,0,0,0,1,1
395,1.184,1.446,0.649,2.164,1,2,1.446,3.539002028061022e+46,5.554589074555584e+38,1.446,1.184,0.262,1.315,0,1,0,2,0,1,0,2,0,2.164,0.649,1.5150000000000001,1.4065,0,1,0,2,0,0,0,1,1
396,0.841,1.184,0.649,1.184,1,1,0.841,3.5832395534117845e+46,4.671409411701246e+38,1.184,0.841,0.34299999999999997,1.0125,0,1,0,2,0,0,0,1,1,1.184,0.649,0.5349999999999999,0.9165,0,1,0,2,0,0,0,1,1
397,0.583,2.164,0.583,1.006,1,2,2.164,4.921579526611086e+46,1.0108929966921498e+39,2.164,0.583,1.5810000000000002,1.3735,0,1,0,2,0,0,0,1,1,1.006,0.583,0.42300000000000004,0.7945,0,1,0,2,0,0,0,1,1
398,0.583,2.164,0.427,2.164,1,2,2.164,6.759789479800326e+46,2.1875724448418124e+39,2.164,0.583,1.5810000000000002,1.3735,0,1,0,2,0,0,0,1,1,2.164,0.427,1.737,1.2955,0,1,0,2,0,0,0,1,1
399,1.006,1.739,0.427,1.184,1,1,1.006,9.277811061025947e+46,2.2006978795108633e+39,1.739,1.006,0.7330000000000001,1.3725,0,1,0,2,0,1,0,2,0,1.184,0.427,0.7569999999999999,0.8055,0,1,0,2,0,0,0,1,1
400,0.427,2.164,0.583,1.739,2,2,1.739,1.0771538641851126e+47,3.8270136124693915e+39,2.164,0.427,1.737,1.2955,0,1,0,2,0,0,0,1,1,1.739,0.583,1.1560000000000001,1.161,0,1,0,2,0,0,0,1,1
401,0.583,0.841,1.184,2.164,2,2,2.164,1.8031555686458783e+47,8.281657457383763e+39,0.841,0.583,0.258,0.712,0,1,0,2,0,0,1,0,2,2.164,1.184,0.9800000000000002,1.674,0,1,0,2,0,1,0,2,0
402,0.427,1.006,0.841,2.164,2,1,0.841,2.709241241890432e+47,6.964873921659745e+39,1.006,0.427,0.579,0.7165,0,1,0,2,0,0,0,1,1,2.164,0.841,1.3230000000000002,1.5025,0,1,0,2,0,0,0,1,1
403,0.841,1.006,1.184,2.164,2,1,1.184,4.535269838924583e+47,8.246410723245138e+39,1.006,0.841,0.16500000000000004,0.9235,0,1,0,2,0,0,0,1,1,2.164,1.184,0.9800000000000002,1.674,0,1,0,2,0,1,0,2,0
404,1.006,1.184,0.841,1.739,2,2,1.739,5.850498092212712e+47,1.4340508247723294e+40,1.184,1.006,0.17799999999999994,1.095,0,1,0,2,0,1,0,2,0,1.739,0.841,0.8980000000000001,1.29,0,1,0,2,0,0,0,1,1
405,0.583,1.184,0.649,1.446,2,2,1.446,6.128396751592815e+47,2.0736374926207882e+40,1.184,0.583,0.601,0.8835,0,1,0,2,0,0,0,1,1,1.446,0.649,0.7969999999999999,1.0474999999999999,0,1,0,2,0,0,0,1,1
406,0.583,1.006,1.739,2.164,2,1,1.739,1.195956626073338e+48,3.606055599667551e+40,1.006,0.583,0.42300000000000004,0.7945,0,1,0,2,0,0,0,1,1,2.164,1.739,0.42500000000000004,1.9515000000000002,0,1,0,2,0,1,0,2,0
407,1.006,2.164,0.841,2.164,1,2,2.164,1.8955912523262407e+48,7.803504317680581e+40,2.164,1.006,1.1580000000000001,1.585,0,1,0,2,0,1,0,2,0,2.164,0.841,1.3230000000000002,1.5025,0,1,0,2,0,0,0,1,1
408,0.427,1.006,0.649,1.739,2,2,1.739,2.263335955277531e+48,1.3570294008446531e+41,1.006,0.427,0.579,0.7165,0,1,0,2,0,0,0,1,1,1.739,0.649,1.09,1.194,0,1,0,2,0,0,0,1,1
409,0.427,1.184,0.841,1.446,2,2,1.446,2.5881246648598568e+48,1.9622645136213683e+41,1.184,0.427,0.7569999999999999,0.8055,0,1,0,2,0,0,0,1,1,1.446,0.841,0.605,1.1435,0,1,0,2,0,0,0,1,1
410,0.583,1.446,0.427,0.583,1,2,1.446,2.6256524725003247e+48,2.8374344866964986e+41,1.446,0.583,0.863,1.0145,0,1,0,2,0,0,0,1,1,0.583,0.427,0.15599999999999997,0.505,0,1,0,2,0,0,1,0,2
411,0.841,1.739,0.841,1.006,1,2,1.739,3.387091689525419e+48,4.9342985723652115e+41,1.739,0.841,0.8980000000000001,1.29,0,1,0,2,0,0,0,1,1,1.006,0.841,0.16500000000000004,0.9235,0,1,0,2,0,0,0,1,1
412,0.427,1.446,0.427,1.184,1,2,1.446,3.1720113672405546e+48,7.134995735640096e+41,1.446,0.427,1.019,0.9365,0,1,0,2,0,0,0,1,1,1.184,0.427,0.7569999999999999,0.8055,0,1,0,2,0,0,0,1,1
413,0.649,0.841,0.649,1.006,2,1,0.649,2.624839406391559e+48,4.630612232430422e+41,0.841,0.649,0.19199999999999995,0.745,0,1,0,2,0,0,1,0,2,1.006,0.649,0.357,0.8275,0,1,0,2,0,0,0,1,1
414,1.446,2.164,0.649,1.184,1,1,1.446,4.737835128536765e+48,6.69586528809439e+41,2.164,1.446,0.7180000000000002,1.8050000000000002,0,1,0,2,0,1,0,2,0,1.184,0.649,0.5349999999999999,0.9165,0,1,0,2,0,0,0,1,1
415,1.006,1.446,0.427,2.164,1,1,1.006,5.808585867586073e+48,6.7360404798229566e+41,1.446,1.006,0.43999999999999995,1.226,0,1,0,2,0,1,0,2,0,2.164,0.427,1.737,1.2955,0,1,0,2,0,0,0,1,1
416,0.649,1.446,0.427,0.649,1,2,1.446,6.084493696296412e+48,9.740314533823995e+41,1.446,0.649,0.7969999999999999,1.0474999999999999,0,1,0,2,0,0,0,1,1,0.649,0.427,0.22200000000000003,0.538,0,1,0,2,0,0,1,0,2
417,0.583,0.649,0.583,1.184,2,1,0.583,5.3756501806778793e+48,5.6786033732193885e+41,0.649,0.583,0.06600000000000006,0.616,0,1,0,2,0,0,1,0,2,1.184,0.583,0.601,0.8835,0,1,0,2,0,0,0,1,1
418,0.841,1.184,0.841,1.446,2,2,1.446,6.147055981605155e+48,8.211260477675236e+41,1.184,0.841,0.34299999999999997,1.0125,0,1,0,2,0,0,0,1,1,1.446,0.841,0.605,1.1435,0,1,0,2,0,0,0,1,1
419,0.427,2.164,0.841,1.006,1,1,0.427,7.96351102416948e+48,3.5062082239673255e+41,2.164,0.427,1.737,1.2955,0,1,0,2,0,0,0,1,1,1.006,0.841,0.16500000000000004,0.9235,0,1,0,2,0,0,0,1,1
420,1.184,1.446,0.649,1.006,1,1,1.184,1.0472016996782865e+49,4.151350537177313e+41,1.446,1.184,0.262,1.315,0,1,0,2,0,1,0,2,0,1.006,0.649,0.357,0.8275,0,1,0,2,0,0,0,1,1
421,0.583,1.184,0.583,2.164,2,1,0.583,1.4383315345081264e+49,2.420237363174373e+41,1.184,0.583,0.601,0.8835,0,1,0,2,0,0,0,1,1,2.164,0.583,1.5810000000000002,1.3735,0,1,0,2,0,0,0,1,1
422,0.841,1.446,0.583,1.446,1,1,0.841,1.6447321097100424e+49,2.0354196224296477e+41,1.446,0.841,0.605,1.1435,0,1,0,2,0,0,0,1,1,1.446,0.583,0.863,1.0145,0,1,0,2,0,0,0,1,1
423,0.841,1.739,0.583,0.841,1,1,0.841,2.1217044215259548e+49,1.7117879024633337e+41,1.739,0.841,0.8980000000000001,1.29,0,1,0,2,0,0,0,1,1,0.841,0.583,0.258,0.712,0,1,0,2,0,0,1,0,2
424,0.841,2.164,0.427,1.739,1,1,0.841,3.187860893342747e+49,1.4396136259716635e+41,2.164,0.841,1.3230000000000002,1.5025,0,1,0,2,0,0,0,1,1,1.739,0.427,1.312,1.083,0,1,0,2,0,0,0,1,1
425,0.583,1.446,0.649,1.184,1,1,0.583,3.2340848762962166e+49,8.392947439414798e+40,1.446,0.583,0.863,1.0145,0,1,0,2,0,0,0,1,1,1.184,0.649,0.5349999999999999,0.9165,0,1,0,2,0,0,0,1,1
426,0.427,1.006,1.446,1.739,2,1,1.446,5.150280165501725e+49,1.2136201997393796e+41,1.006,0.427,0.579,0.7165,0,1,0,2,0,0,0,1,1,1.739,1.446,0.29300000000000015,1.5925,0,1,0,2,0,1,0,2,0
427,1.184,1.446,0.427,1.446,1,1,1.184,6.772618417634769e+49,1.4369263164914255e+41,1.446,1.184,0.262,1.315,0,1,0,2,0,1,0,2,0,1.446,0.427,1.019,0.9365,0,1,0,2,0,0,0,1,1
428,0.649,1.446,0.427,1.184,1,1,0.649,7.09431779247242e+49,9.32565179402935e+40,1.446,0.649,0.7969999999999999,1.0474999999999999,0,1,0,2,0,0,0,1,1,1.184,0.427,0.7569999999999999,0.8055,0,1,0,2,0,0,0,1,1
429,0.427,2.164,0.649,0.841,1,1,0.427,9.190688700148021e+49,3.982053316050533e+40,2.164,0.427,1.737,1.2955,0,1,0,2,0,0,0,1,1,0.841,0.649,0.19199999999999995,0.745,0,1,0,2,0,0,1,0,2
430,0.583,0.841,1.006,1.739,2,2,1.739,1.261422024095316e+50,6.924790716611877e+40,0.841,0.583,0.258,0.712,0,1,0,2,0,0,1,0,2,1.739,1.006,0.7330000000000001,1.3725,0,1,0,2,0,1,0,2,0
431,0.583,1.446,0.649,1.006,1,2,1.446,1.279712643444698e+50,1.0013247376220775e+41,1.446,0.583,0.863,1.0145,0,1,0,2,0,0,0,1,1,1.006,0.649,0.357,0.8275,0,1,0,2,0,0,0,1,1
432,0.841,1.006,0.427,0.649,1,2,1.006,1.1818146262211786e+50,1.0073326860478099e+41,1.006,0.841,0.16500000000000004,0.9235,0,1,0,2,0,0,0,1,1,0.649,0.427,0.22200000000000003,0.538,0,1,0,2,0,0,1,0,2
433,1.446,2.164,0.841,1.006,1,1,1.446,2.1331754003292276e+50,1.456603064025133e+41,2.164,1.446,0.7180000000000002,1.8050000000000002,0,1,0,2,0,1,0,2,0,1.006,0.841,0.16500000000000004,0.9235,0,1,0,2,0,0,0,1,1
434,1.446,1.739,0.649,1.446,1,1,1.446,3.397081825024295e+50,2.1062480305803423e+41,1.739,1.446,0.29300000000000015,1.5925,0,1,0,2,0,1,0,2,0,1.446,0.649,0.7969999999999999,1.0474999999999999,0,1,0,2,0,0,0,1,1
435,0.583,0.841,1.446,1.739,2,2,1.739,5.4098528063511904e+50,3.6627653251792156e+41,0.841,0.583,0.258,0.712,0,1,0,2,0,0,1,0,2,1.739,1.446,0.29300000000000015,1.5925,0,1,0,2,0,1,0,2,0
436,0.841,1.739,0.583,1.006,1,2,1.739,6.9787101201930354e+50,6.369548900486656e+41,1.739,0.841,0.8980000000000001,1.29,0,1,0,2,0,0,0,1,1,1.006,0.583,0.42300000000000004,0.7945,0,1,0,2,0,0,0,1,1
437,0.427,1.739,0.841,1.446,2,1,0.841,7.980155022440735e+50,5.356790625309278e+41,1.739,0.427,1.312,1.083,0,1,0,2,0,0,0,1,1,1.446,0.841,0.605,1.1435,0,1,0,2,0,0,0,1,1
438,1.006,1.739,0.841,1.739,1,2,1.739,1.095276276829991e+51,9.315458897412836e+41,1.739,1.006,0.7330000000000001,1.3725,0,1,0,2,0,1,0,2,0,1.739,0.841,0.8980000000000001,1.29,0,1,0,2,0,0,0,1,1
439,0.583,1.184,0.649,1.446,2,2,1.446,1.1473018999794154e+51,1.3470153565658959e+42,1.184,0.583,0.601,0.8835,0,1,0,2,0,0,0,1,1,1.446,0.649,0.7969999999999999,1.0474999999999999,0,1,0,2,0,0,0,1,1
440,0.427,1.184,0.841,1.739,2,2,1.739,1.4800194509734458e+51,2.342459705068093e+42,1.184,0.427,0.7569999999999999,0.8055,0,1,0,2,0,0,0,1,1,1.739,0.841,0.8980000000000001,1.29,0,1,0,2,0,0,0,1,1
441,0.427,1.006,0.841,1.184,2,1,0.841,1.4985196941106137e+51,1.9700086119622664e+42,1.006,0.427,0.579,0.7165,0,1,0,2,0,0,0,1,1,1.184,0.841,0.34299999999999997,1.0125,0,1,0,2,0,0,0,1,1
442,0.649,1.184,0.427,1.006,1,1,0.649,1.3733932996523774e+51,1.278535589163511e+42,1.184,0.649,0.5349999999999999,0.9165,0,1,0,2,0,0,0,1,1,1.006,0.427,0.579,0.7165,0,1,0,2,0,0,0,1,1
443,0.427,2.164,0.583,1.446,1,1,0.427,1.779231019699655e+51,5.459346965728192e+41,2.164,0.427,1.737,1.2955,0,1,0,2,0,0,0,1,1,1.446,0.583,0.863,1.0145,0,1,0,2,0,0,0,1,1
444,1.006,1.184,1.739,2.164,2,1,1.739,3.4721693349438775e+51,9.493804373401326e+41,1.184,1.006,0.17799999999999994,1.095,0,1,0,2,0,1,0,2,0,2.164,1.739,0.42500000000000004,1.9515000000000002,0,1,0,2,0,1,0,2,0
445,0.583,1.446,0.649,2.164,2,2,2.164,4.883606169598564e+51,2.054459266404047e+42,1.446,0.583,0.863,1.0145,0,1,0,2,0,0,0,1,1,2.164,0.649,1.5150000000000001,1.4065,0,1,0,2,0,0,0,1,1
446,1.006,1.446,0.583,0.649,1,2,1.446,5.987301163927839e+51,2.970748099220252e+42,1.446,1.006,0.43999999999999995,1.226,0,1,0,2,0,1,0,2,0,0.649,0.583,0.06600000000000006,0.616,0,1,0,2,0,0,1,0,2
447,0.841,1.739,1.184,2.164,2,2,2.164,1.0022742148415201e+52,6.428698886712626e+42,1.739,0.841,0.8980000000000001,1.29,0,1,0,2,0,0,0,1,1,2.164,1.184,0.9800000000000002,1.674,0,1,0,2,0,1,0,2,0
448,0.583,0.841,1.184,1.739,2,1,1.184,1.4648237649908818e+52,7.611579481867748e+42,0.841,0.583,0.258,0.712,0,1,0,2,0,0,1,0,2,1.739,1.184,0.5550000000000002,1.4615,0,1,0,2,0,1,0,2,0
449,0.427,0.583,0.427,2.164,2,2,2.164,1.8976791875456876e+52,1.6471457998761808e+43,0.583,0.427,0.15599999999999997,0.505,0,1,0,2,0,0,1,0,2,2.164,0.427,1.737,1.2955,0,1,0,2,0,0,0,1,1
450,0.583,2.164,0.583,1.006,1,1,0.583,2.606462364094002e+52,9.602860013278134e+42,2.164,0.583,1.5810000000000002,1.3735,0,1,0,2,0,0,0,1,1,1.006,0.583,0.42300000000000004,0.7945,0,1,0,2,0,0,0,1,1
451,1.184,1.446,1.739,2.164,2,2,2.164,5.086511303529446e+52,2.0780589068733883e+43,1.446,1.184,0.262,1.315,0,1,0,2,0,1,0,2,0,2.164,1.739,0.42500000000000004,1.9515000000000002,0,1,0,2,0,1,0,2,0
452,0.649,0.841,0.583,0.841,1,1,0.649,3.7894509211294375e+52,1.348660230560829e+43,0.841,0.649,0.19199999999999995,0.745,0,1,0,2,0,0,1,0,2,0.841,0.583,0.258,0.712,0,1,0,2,0,0,1,0,2
453,0.649,0.841,0.583,2.164,2,2,2.164,5.204810840171282e+52,2.918500738933634e+43,0.841,0.649,0.19199999999999995,0.745,0,1,0,2,0,0,1,0,2,2.164,0.583,1.5810000000000002,1.3735,0,1,0,2,0,0,0,1,1
454,0.427,1.739,0.583,0.841,1,1,0.427,5.636810139905498e+52,1.2461998155246617e+43,1.739,0.427,1.312,1.083,0,1,0,2,0,0,0,1,1,0.841,0.583,0.258,0.712,0,1,0,2,0,0,1,0,2
455,0.649,1.006,1.739,2.164,2,1,1.739,1.1000234988025582e+53,2.1671414791973869e+43,1.006,0.649,0.357,0.8275,0,1,0,2,0,0,0,1,1,2.164,1.739,0.42500000000000004,1.9515000000000002,0,1,0,2,0,1,0,2,0
456,0.583,0.841,0.649,1.006,2,1,0.649,9.102694452591169e+52,1.4064748199991041e+43,0.841,0.583,0.258,0.712,0,1,0,2,0,0,1,0,2,1.006,0.649,0.357,0.8275,0,1,0,2,0,0,0,1,1
457,0.427,0.583,0.427,1.006,2,1,0.427,6.522080575281573e+52,6.005647481396174e+42,0.583,0.427,0.15599999999999997,0.505,0,1,0,2,0,0,1,0,2,1.006,0.427,0.579,0.7165,0,1,0,2,0,0,0,1,1
458,0.427,1.739,1.006,1.446,2,1,1.006,7.996070785295208e+52,6.041681366284551e+42,1.739,0.427,1.312,1.083,0,1,0,2,0,0,0,1,1,1.446,1.006,0.43999999999999995,1.226,0,1,0,2,0,1,0,2,0
459,0.649,1.739,0.841,1.184,1,2,1.739,9.547308517642477e+52,1.0506483895968835e+43,1.739,0.649,1.09,1.194,0,1,0,2,0,0,0,1,1,1.184,0.841,0.34299999999999997,1.0125,0,1,0,2,0,0,0,1,1
460,1.006,2.164,0.841,1.184,1,1,1.006,1.5132484000463326e+53,1.0569522799344648e+43,2.164,1.006,1.1580000000000001,1.585,0,1,0,2,0,1,0,2,0,1.184,0.841,0.34299999999999997,1.0125,0,1,0,2,0,0,0,1,1
461,1.446,2.164,0.841,1.446,1,1,1.446,2.7314133620836305e+53,1.528352996785236e+43,2.164,1.446,0.7180000000000002,1.8050000000000002,0,1,0,2,0,1,0,2,0,1.446,0.841,0.605,1.1435,0,1,0,2,0,0,0,1,1
462,1.184,1.446,1.184,2.164,2,1,1.184,4.5723859681279975e+53,1.8095699481937194e+43,1.446,1.184,0.262,1.315,0,1,0,2,0,1,0,2,0,2.164,1.184,0.9800000000000002,1.674,0,1,0,2,0,1,0,2,0
463,0.841,2.164,0.583,0.649,1,1,0.841,6.870009917112316e+53,1.521848326430918e+43,2.164,0.841,1.3230000000000002,1.5025,0,1,0,2,0,0,0,1,1,0.649,0.583,0.06600000000000006,0.616,0,1,0,2,0,0,1,0,2
464,1.006,1.446,1.184,1.739,2,1,1.184,1.004051949385965e+54,1.8018684184942066e+43,1.446,1.006,0.43999999999999995,1.226,0,1,0,2,0,1,0,2,0,1.739,1.184,0.5550000000000002,1.4615,0,1,0,2,0,1,0,2,0
465,0.427,1.184,0.841,1.446,2,2,1.446,1.148133404122851e+54,2.6055017331426225e+43,1.184,0.427,0.7569999999999999,0.8055,0,1,0,2,0,0,0,1,1,1.446,0.841,0.605,1.1435,0,1,0,2,0,0,0,1,1
466,0.583,0.649,0.649,1.739,2,2,1.739,1.370871284522684e+54,4.530967513935021e+43,0.649,0.583,0.06600000000000006,0.616,0,1,0,2,0,0,1,0,2,1.739,0.649,1.09,1.194,0,1,0,2,0,0,0,1,1
467,0.427,1.006,0.841,1.184,2,2,1.184,1.3880071755792174e+54,5.364665536499065e+43,1.006,0.427,0.579,0.7165,0,1,0,2,0,0,0,1,1,1.184,0.841,0.34299999999999997,1.0125,0,1,0,2,0,0,0,1,1
468,0.841,1.006,1.184,2.164,2,2,2.164,2.32352401191961e+54,1.1609136220983977e+44,1.006,0.841,0.16500000000000004,0.9235,0,1,0,2,0,0,0,1,1,2.164,1.184,0.9800000000000002,1.674,0,1,0,2,0,1,0,2,0
469,0.649,2.164,0.583,0.649,1,2,2.164,3.2680365227649314e+54,2.5122170782209326e+44,2.164,0.649,1.5150000000000001,1.4065,0,1,0,2,0,0,0,1,1,0.649,0.583,0.06600000000000006,0.616,0,1,0,2,0,0,1,0,2
470,1.006,1.184,0.427,0.841,1,2,1.184,3.5784999924276e+54,2.974465020613584e+44,1.184,1.006,0.17799999999999994,1.095,0,1,0,2,0,1,0,2,0,0.841,0.427,0.414,0.634,0,1,0,2,0,0,1,0,2
471,1.006,1.446,1.006,2.164,2,2,2.164,5.671922487997746e+54,6.4367423046077966e+44,1.446,1.006,0.43999999999999995,1.226,0,1,0,2,0,1,0,2,0,2.164,1.006,1.1580000000000001,1.585,0,1,0,2,0,1,0,2,0
